"GENE_SYMBOL","UL_mean","nonUL_mean","pancreaticMeans","sebumMeans","gliomaMeans"
"FOXK2",118.779081632653,131.910924369748,230.8,8.7046,11.2063
"FOXL1",12.0078571428571,15.7529411764706,112,6.1339,7.23110333333333
"FOXM1",14.4057142857143,9.53333333333333,5484.05,10.5985,9.42418
"FOXN1",8.02142857142857,10.3401960784314,110.5,5.8218,5.88164333333333
"FOXN2",102.870714285714,282.093137254902,2615.6,9.1924,9.25982666666667
"FOXN3",860.942244897959,964.116479925303,595,9.3315,10.351
"FOXO1",1047.385,2390.86209150327,481,9.3409,9.57882
"FOXO4",52.1666666666667,56.4542483660131,695.6,3.961,8.68808333333333
"FOXP3",12.9992857142857,14.6454248366013,110.2,3.4886,7.16189333333333
"FOXRED2",33.2345238095238,24.8611111111111,545.4,9.4043,9.90394333333333
"FPGT",79.5328571428571,93.4254901960784,290.1,6.7671,8.74194
"FPR1",33.2635714285714,88.5049019607843,139.5,4.1028,5.84608666666667
"FPR2",11.8335714285714,14.2196078431373,104.85,2.7479,5.16298333333333
"FPR3",31.9835714285714,40.0901960784314,165,1.7543,5.62552333333333
"FRAS1",57.3005714285714,31.658954248366,153.4,10.3624,6.2616
"FRAT1",53.7057142857143,58.2725490196078,139.65,3.6197,6.32781666666667
"FRAT2",122.105714285714,88.1039215686275,340,8.7329,7.83269666666667
"FRK",21.7742857142857,22.2264705882353,232.1,5.6211,4.3939
"FRMD4A",45.7471071428571,43.464362745098,109.4,5.2411,8.12714333333333
"FRMD8",88.5666666666667,103.42614379085,1837.8,11.8281,8.19486
"FRMPD1",12.2342857142857,11.5725490196078,119.7,3.366,6.4766
"FRMPD4",11.4271428571429,12.1911764705882,109.7,3.4231,5.46135333333333
"FRS2",51.1814285714286,43.3104575163399,203.166666666667,5.6871,10.2950333333333
"FRS3",63.8657142857143,77.5960784313725,167.7,8.4552,8.42017333333333
"FRY",210.55869047619,269.139705882353,121.4,4.048,8.82834333333333
"FRYL",160.633452380952,197.297549019608,598.65,7.4182,9.54953666666667
"FRZB",229.689642857143,543.805392156863,184.1,4.2161,8.37097666666667
"FSCN1",77.3471428571429,62.5696078431373,1938.8,7.5611,11.8840333333333
"FSCN2",11.6957142857143,7.45490196078431,107.15,4.5574,7.15766
"FSCN3",29.5328571428571,38.1058823529412,112.7,3.4886,5.68392333333333
"FSD1",28.0428571428571,11.9666666666667,438.825,8.4674,8.94043333333333
"FSHB",12.0585714285714,10.1980392156863,112.45,3.1009,5.58631666666667
"FSHR",4.38,5.16078431372549,114.9,3.877,5.47226333333333
"FST",35.2933333333333,51.278431372549,117.8,10.943,7.71944333333333
"FSTL1",3152.59428571429,3285.47352941176,1082.7,11.4743,10.4483
"FSTL3",141.832857142857,178.421568627451,129,8.1939,8.43191666666667
"FSTL4",9.07523809523809,10.0679738562092,116.05,3.8075,6.81237
"FTH1",5856.292,6176.76411764706,719.5,15.7589,10.6498666666667
"FTL",6516.47428571429,5464.63758169935,19493.8,13.0271,12.5259
"FTO",704.081428571429,665.41568627451,144.5,9.8497,9.98949
"FTSJ1",164.725714285714,145.18431372549,377.9,8.5266,9.97952666666667
"FTSJ2",166.75,132.032352941176,1079.9,7.7463,10.20814
"FTSJ3",347.047142857143,383.117647058824,148,10.5841,9.02783666666667
"FUBP1",164.485,168.402941176471,1174.1,10.1232,11.0417666666667
"FUBP3",214.543571428571,253.242156862745,1227,10.4619,10.3058
"FUCA1",194.522142857143,258.496078431373,3032.2,9.9264,8.30121666666667
"FURIN",68.2628571428571,74.4411764705882,334.8,5.9691,8.85479
"FUS",286.324285714286,260.375490196078,506,11.3013,11.6877666666667
"FUT1",39.8442857142857,50.1666666666667,109.7,9.8872,6.97929
"FUT2",24.5092857142857,27.8882352941176,118.9,5.2066,5.88457
"FUT4",45.0564285714286,47.8921568627451,148,6.8541,7.86812666666667
"FUT6",1953.74669387755,2061.96355742297,110.35,4.5165,6.94310666666667
"FUT7",18.0214285714286,15.8921568627451,108,4.2709,6.78070666666667
"FUT9",8.54511904761905,7.41339869281046,116,2.5009,7.58522333333333
"FUZ",89.5614285714286,82.0127450980392,123.8,8.8962,9.07749
"FXN",80.2335714285714,80.1088235294118,215.6,9.8007,10.08062
"FXR1",319.009238095238,300.983267973856,3755.5,12.4316,11.3634666666667
"FXR2",107.552142857143,91.1764705882353,2030,7.4776,9.68809666666667
"FXYD1",519.335714285714,673.145098039216,122.533333333333,3.4544,7.54273666666667
"FXYD2",37.8357142857143,31.4343137254902,102.25,4.9022,7.90566666666667
"FXYD5",352.042142857143,345.859803921569,1495.36666666667,11.1686,9.16157
"FXYD6",2092.85,1891.51568627451,211.9,4.9249,12.1241666666667
"FXYD7",40.8171428571429,20.3039215686275,108.2,5.1416,8.51285
"FYB",27.9247619047619,37.7129411764706,119.45,6.8826,5.85365333333333
"FYCO1",540.898571428571,359.649019607843,130.6,8.2212,8.02764333333333
"FZD1",229.394761904762,211.642156862745,210.8,3.587,9.0756
"FZD10",76.0271428571429,73.3980392156863,106.8,8.0096,7.13175333333333
"FZD2",208.82,103.347058823529,110.6,9.6139,8.60135666666667
"FZD3",169.010714285714,75.4436274509804,1200,6.4504,9.23510333333333
"FZD4",162.074285714286,237.849019607843,802.8,8.2797,7.02352
"FZD5",184.735952380952,61.1794117647059,152.8,4.2543,8.09321333333333
"FZD6",121.067142857143,155.258823529412,1890.7,8.4828,6.63908666666667
"FZD7",557.858571428571,461.294117647059,568.65,7.9152,7.65019333333333
"FZD9",24.8371428571429,13.0980392156863,125.3,5.5899,8.36486
"FZR1",43.5377380952381,46.2919934640523,125.75,4.7709,9.23243333333333
"G0S2",98.0614285714286,161.621568627451,140.2,14.3035,8.50193
"G3BP1",429.292244897959,509.343417366947,590.25,12.168,11.1850333333333
"G3BP2",323.071428571428,266.826797385621,2448.125,8.557,10.6502333333333
"G6PC",7.825,8.20098039215686,105.95,2.5009,5.35277666666667
"G6PC2",32.1714285714286,35.0274509803922,106.9,4.1454,5.28109666666667
"G6PC3",152.906428571429,138.312745098039,1984.7,7.6975,11.5319
"G6PD",88.1964285714286,75.5823529411765,1201.53333333333,8.6561,11.5544
"GAA",460.658571428571,707.296078431373,1750.7,11.771,9.53587
"GAB1",102.394744897959,103.742086834734,152.966666666667,4.8441,10.8255666666667
"GAB2",419.855,376.454901960784,123.466666666667,4.0222,9.99023333333333
"GABARAPL1",181.889285714286,282.972549019608,1188.2,8.5858,10.34012
"GABARAPL2",1834.00071428571,1787.28431372549,4991.9,12.823,11.3699333333333
